#Id	Used	Can be broken by	Normal Drop	Ultimallet Drop	Description
896	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
897	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
898	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
899	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
900	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
901	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
902	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
903	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
904	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
905	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
906	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
907	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
908	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
909	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
910	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
911	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
912	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
913	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
914	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
915	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
916	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
917	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
918	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
919	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
920	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
921	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
922	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
923	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
924	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
925	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
926	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
927	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
928	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
929	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
930	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
931	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
932	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
933	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
934	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
935	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
936	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
937	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
938	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
939	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
940	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
941	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
942	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
943	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
944	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
945	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
946	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
947	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
948	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
949	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
950	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
951	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
952	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
953	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
954	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
955	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
956	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
957	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
958	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
959	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
960	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
961	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
962	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
963	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
964	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
965	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
966	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
967	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
968	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
969	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
970	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
971	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
972	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
973	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
974	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
975	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
976	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
977	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
978	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
979	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
980	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
981	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
982	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
983	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
984	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
985	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
986	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
987	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
988	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
989	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
990	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
991	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
992	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
993	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
994	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
995	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
996	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
997	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
998	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
999	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1000	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1001	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1002	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1003	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1004	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1005	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1006	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1007	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1008	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1009	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1010	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1011	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1012	Unused	0	0	0	0
1013	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1014	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1015	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1016	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1017	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1018	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1019	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1020	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1021	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1022	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1023	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1024	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1025	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1026	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1027	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1028	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1029	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1030	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1031	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1032	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1033	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1034	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1035	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1036	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1037	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1038	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1039	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1040	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1041	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1042	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1043	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1044	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1045	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1046	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1047	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1048	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1049	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1050	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1051	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1052	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1053	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1054	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1055	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1056	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1057	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1058	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1059	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1060	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1061	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1062	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1063	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1064	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1065	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1066	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1067	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1068	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1069	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1070	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1071	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1072	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1073	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1074	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1075	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1076	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1077	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1078	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1079	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1080	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1081	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1082	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1083	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1084	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1085	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1086	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1087	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1088	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1089	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1090	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1091	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1092	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1093	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1094	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1095	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1096	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1097	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1098	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1099	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1100	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1101	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1102	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1103	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1104	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1105	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1106	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1107	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1108	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1109	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1110	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1111	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1112	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1113	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1114	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1115	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1116	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1117	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1118	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1119	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1120	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1121	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1122	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1123	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1124	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1125	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1126	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1127	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1128	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1129	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1130	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1131	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1132	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1133	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1134	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1135	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1136	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1137	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1138	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1139	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1140	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1141	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1142	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1143	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1144	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1145	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1146	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1147	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1148	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1149	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1150	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1151	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1152	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1153	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1154	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1155	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1156	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1157	Unused	Intangible With Hammer	Nothing {-1}	Nothing {-1}	0
1158	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1159	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1160	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1161	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1162	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1163	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1164	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1165	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1166	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1167	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1168	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1169	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1170	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1171	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1172	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1173	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1174	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1175	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1176	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1177	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1178	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1179	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1180	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1181	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1182	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1183	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1184	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1185	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1186	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1187	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1188	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1189	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1190	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1191	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1192	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1193	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1194	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1195	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1196	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1197	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1198	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1199	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1200	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1201	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1202	Used	0	Nothing {-1}	0	0
1203	Used	0	Nothing {-1}	0	0
1204	Used	0	Nothing {-1}	0	0
1205	Used	0	Nothing {-1}	0	0
1206	Used	0	Nothing {-1}	0	0
1207	Used	0	Nothing {-1}	0	0
1208	Used	0	Nothing {-1}	0	0
1209	Used	0	Nothing {-1}	0	0
1210	Used	0	Nothing {-1}	0	0
1211	Used	0	Nothing {-1}	0	0
1212	Used	0	Nothing {-1}	0	0
1213	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1214	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1215	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1216	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1217	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1218	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1219	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1220	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1221	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1222	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1223	Used	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1224	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1225	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1226	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1227	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1228	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1229	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1230	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1231	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1232	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1233	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1234	Used	0	Sea Water-Filled Bottomless Pot {1}	0	0
1235	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1236	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1237	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1238	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1239	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1240	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1241	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1242	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1243	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1244	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1245	Used	0	Plasma-Filled Bottomless Pot {1559}	0	0
1246	Used	0	0	0	0
1247	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1248	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1249	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1250	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1251	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1252	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1253	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1254	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1255	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1256	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1257	Used	0	Water-Filled Bottomless Pot {1767}	0	0
1258	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1259	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1260	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1261	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1262	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1263	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1264	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1265	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1266	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1267	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1268	Used	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1269	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1270	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1271	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1272	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1273	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1274	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1275	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1276	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1277	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1278	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1279	Used	0	Poison-Filled Bottomless Pot {1557}	0	0
1280	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1281	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1282	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1283	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1284	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1285	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1286	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1287	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1288	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1289	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1290	Used	0	Lava-Filled Bottomless Pot {1558}	0	0
1291	Used	0	Nothing {-1}	0	0
1292	Used	0	Nothing {-1}	0	0
1293	Used	0	Nothing {-1}	0	0
1294	Used	0	Nothing {-1}	0	0
1295	Used	0	Nothing {-1}	0	0
1296	Used	0	Nothing {-1}	0	0
1297	Used	0	Nothing {-1}	0	0
1298	Used	0	Nothing {-1}	0	0
1299	Used	0	Nothing {-1}	0	0
