#Id	ImageId	Used	Name	Can be broken by	Normal Drop	Ultimallet Drop	Description
0	0	Used	Empty	Intangible Block	0	0	Set on layer 0 will create sea floor
1475	199	Used	Bottomless Swamp Surface Block	0	Nothing {-1}	0	0
1476	199	Used	Bottomless Swamp Surface Block	0	Nothing {-1}	0	0
1477	199	Used	Bottomless Swamp Surface Block	0	Nothing {-1}	0	0
1478	199	Used	Bottomless Swamp Surface Block	0	Nothing {-1}	0	0
1479	199	Used	Bottomless Swamp Full Block	0	Nothing {-1}	0	0
1480	208	Used	Filthy Water Full Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1481	208	Used	Filthy Water Shallow Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1482	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1483	208	Used	Filthy Water Small Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1484	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1485	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1486	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1487	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1488	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1489	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1490	208	Used	Filthy Water Full Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1491	349	Used	Sea Water Full Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1492	349	Used	Sea Water Shallow Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1493	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1494	349	Used	Sea Water Small Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1495	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1496	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1497	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1498	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1499	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1500	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1501	349	Used	Sea Water Full Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1502	390	Used	Plasma Full Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1503	390	Used	Plasma Shallow Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1504	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1505	390	Used	Plasma Small Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1506	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1507	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1508	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1509	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1510	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1511	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1512	390	Used	Plasma Full Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1513	2047	Used	Item	0	0	0	0
1514	120	Used	Clear Water Full Block	0	Water-Filled Bottomless Pot {1767}	0	0
1515	120	Used	Clear Water Shallow Block	0	Water-Filled Bottomless Pot {1767}	0	0
1516	120	Used	Clear Water Surface Block	0	Water-Filled Bottomless Pot {1767}	0	0
1517	120	Used	Clear Water Small Block	0	Water-Filled Bottomless Pot {1767}	0	0
1518	120	Used	Clear Water Surface Block	0	Water-Filled Bottomless Pot {1767}	0	0
1519	120	Used	Clear Water Surface Block	0	Water-Filled Bottomless Pot {1767}	0	0
1520	120	Used	Clear Water Surface Block	0	Water-Filled Bottomless Pot {1767}	0	0
1521	120	Used	Clear Water Surface Block	0	Water-Filled Bottomless Pot {1767}	0	0
1522	120	Used	Clear Water Surface Block	0	Water-Filled Bottomless Pot {1767}	0	0
1523	120	Used	Clear Water Surface Block	0	Water-Filled Bottomless Pot {1767}	0	0
1524	120	Used	Clear Water Full Block	0	Water-Filled Bottomless Pot {1767}	0	0
1525	231	Used	Hot Water Full Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1526	231	Used	Hot Water Shallow Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1527	231	Used	Hot Water Surface Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1528	231	Used	Hot Water Small Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1529	231	Used	Hot Water Surface Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1530	231	Used	Hot Water Surface Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1531	231	Used	Hot Water Surface Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1532	231	Used	Hot Water Surface Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1533	231	Used	Hot Water Surface Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1534	231	Used	Hot Water Surface Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1535	231	Used	Hot Water Full Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1536	190	Used	Poison Full Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1537	190	Used	Poison Shallow Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1538	190	Used	Poison Surface Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1539	190	Used	Poison Small Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1540	190	Used	Poison Surface Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1541	190	Used	Poison Surface Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1542	190	Used	Poison Surface Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1543	190	Used	Poison Surface Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1544	190	Used	Poison Surface Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1545	190	Used	Poison Surface Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1546	190	Used	Poison Full Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1547	267	Used	Liquid Lava Full Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1548	267	Used	Liquid Lava Shallow Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1549	267	Used	Liquid Lava Surface Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1550	267	Used	Liquid Lava Small Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1551	267	Used	Liquid Lava Surface Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1552	267	Used	Liquid Lava Surface Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1553	267	Used	Liquid Lava Surface Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1554	267	Used	Liquid Lava Surface Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1555	267	Used	Liquid Lava Surface Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1556	267	Used	Liquid Lava Surface Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1557	267	Used	Liquid Lava Full Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1558	199	Used	Bottomless Swamp Full Block	0	Nothing {-1}	0	0
1559	199	Used	Bottomless Swamp Shallow Block	0	Nothing {-1}	0	0
1560	199	Used	Bottomless Swamp Surface Block	0	Nothing {-1}	0	0
1561	199	Used	Bottomless Swamp Small Block	0	Nothing {-1}	0	0
1562	199	Used	Bottomless Swamp Surface Block	0	Nothing {-1}	0	0
1563	199	Used	Bottomless Swamp Surface Block	0	Nothing {-1}	0	0
1564	199	Used	Bottomless Swamp Surface Block	0	Nothing {-1}	0	0
1565	199	Used	Bottomless Swamp Surface Block	0	Nothing {-1}	0	0
1566	199	Used	Bottomless Swamp Surface Block	0	Nothing {-1}	0	0
1567	199	Used	Bottomless Swamp Surface Block	0	Nothing {-1}	0	0
1568	199	Used	Bottomless Swamp Full Block	0	Nothing {-1}	0	0
1569	208	Used	Filthy Water Full Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1570	208	Used	Filthy Water Shallow Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1571	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1572	208	Used	Filthy Water Small Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1573	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1574	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1575	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1576	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1577	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1578	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1579	208	Used	Filthy Water Full Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1580	349	Used	Sea Water Full Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1581	349	Used	Sea Water Shallow Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1582	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1583	349	Used	Sea Water Small Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1584	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1585	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1586	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1587	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1588	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1589	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1590	349	Used	Sea Water Full Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1591	390	Used	Plasma Full Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1592	390	Used	Plasma Shallow Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1593	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1594	390	Used	Plasma Small Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1595	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1596	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1597	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1598	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1599	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1600	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1601	390	Used	Plasma Full Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1602	2047	Used	Item	0	0	0	0
1603	120	Used	Clear Water Full Block	0	Water-Filled Bottomless Pot {1767}	0	0
1604	120	Used	Clear Water Shallow Block	0	Water-Filled Bottomless Pot {1767}	0	0
1605	120	Used	Clear Water Surface Block	0	Water-Filled Bottomless Pot {1767}	0	0
1606	120	Used	Clear Water Small Block	0	Water-Filled Bottomless Pot {1767}	0	0
1607	120	Used	Clear Water Surface Block	0	Water-Filled Bottomless Pot {1767}	0	0
1608	120	Used	Clear Water Surface Block	0	Water-Filled Bottomless Pot {1767}	0	0
1609	120	Used	Clear Water Surface Block	0	Water-Filled Bottomless Pot {1767}	0	0
1610	120	Used	Clear Water Surface Block	0	Water-Filled Bottomless Pot {1767}	0	0
1611	120	Used	Clear Water Surface Block	0	Water-Filled Bottomless Pot {1767}	0	0
1612	120	Used	Clear Water Surface Block	0	Water-Filled Bottomless Pot {1767}	0	0
1613	120	Used	Clear Water Full Block	0	Water-Filled Bottomless Pot {1767}	0	0
1614	231	Used	Hot Water Full Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1615	231	Used	Hot Water Shallow Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1616	231	Used	Hot Water Surface Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1617	231	Used	Hot Water Small Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1618	231	Used	Hot Water Surface Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1619	231	Used	Hot Water Surface Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1620	231	Used	Hot Water Surface Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1621	231	Used	Hot Water Surface Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1622	231	Used	Hot Water Surface Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1623	231	Used	Hot Water Surface Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1624	231	Used	Hot Water Full Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1625	190	Used	Poison Full Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1626	190	Used	Poison Shallow Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1627	190	Used	Poison Surface Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1628	190	Used	Poison Small Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1629	190	Used	Poison Surface Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1630	190	Used	Poison Surface Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1631	190	Used	Poison Surface Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1632	190	Used	Poison Surface Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1633	190	Used	Poison Surface Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1634	190	Used	Poison Surface Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1635	190	Used	Poison Full Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1636	267	Used	Liquid Lava Full Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1637	267	Used	Liquid Lava Shallow Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1638	267	Used	Liquid Lava Surface Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1639	267	Used	Liquid Lava Small Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1640	267	Used	Liquid Lava Surface Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1641	267	Used	Liquid Lava Surface Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1642	267	Used	Liquid Lava Surface Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1643	267	Used	Liquid Lava Surface Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1644	267	Used	Liquid Lava Surface Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1645	267	Used	Liquid Lava Surface Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1646	267	Used	Liquid Lava Full Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1647	199	Used	Bottomless Swamp Full Block	0	Nothing {-1}	0	0
1648	199	Used	Bottomless Swamp Shallow Block	0	Nothing {-1}	0	0
1649	199	Used	Bottomless Swamp Surface Block	0	Nothing {-1}	0	0
1650	199	Used	Bottomless Swamp Small Block	0	Nothing {-1}	0	0
1651	199	Used	Bottomless Swamp Surface Block	0	Nothing {-1}	0	0
1652	199	Used	Bottomless Swamp Surface Block	0	Nothing {-1}	0	0
1653	199	Used	Bottomless Swamp Surface Block	0	Nothing {-1}	0	0
1654	199	Used	Bottomless Swamp Surface Block	0	Nothing {-1}	0	0
1655	199	Used	Bottomless Swamp Surface Block	0	Nothing {-1}	0	0
1656	199	Used	Bottomless Swamp Surface Block	0	Nothing {-1}	0	0
1657	199	Used	Bottomless Swamp Full Block	0	Nothing {-1}	0	0
1658	208	Used	Filthy Water Full Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1659	208	Used	Filthy Water Shallow Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1660	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1661	208	Used	Filthy Water Small Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1662	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1663	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1664	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1665	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1666	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1667	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1668	208	Used	Filthy Water Full Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1669	349	Used	Sea Water Full Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1670	349	Used	Sea Water Shallow Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1671	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1672	349	Used	Sea Water Small Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1673	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1674	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1675	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1676	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1677	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1678	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1679	349	Used	Sea Water Full Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1680	390	Used	Plasma Full Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1681	390	Used	Plasma Shallow Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1682	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1683	390	Used	Plasma Small Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1684	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1685	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1686	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1687	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1688	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1689	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1690	390	Used	Plasma Full Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1691	2047	Used	Item	0	0	0	0
1692	120	Used	Clear Water Full Block	0	Water-Filled Bottomless Pot {1767}	0	0
1693	120	Used	Clear Water Shallow Block	0	Water-Filled Bottomless Pot {1767}	0	0
1694	120	Used	Clear Water Surface Block	0	Water-Filled Bottomless Pot {1767}	0	0
1695	120	Used	Clear Water Small Block	0	Water-Filled Bottomless Pot {1767}	0	0
1696	120	Used	Clear Water Surface Block	0	Water-Filled Bottomless Pot {1767}	0	0
1697	120	Used	Clear Water Surface Block	0	Water-Filled Bottomless Pot {1767}	0	0
1698	120	Used	Clear Water Surface Block	0	Water-Filled Bottomless Pot {1767}	0	0
1699	120	Used	Clear Water Surface Block	0	Water-Filled Bottomless Pot {1767}	0	0
1700	120	Used	Clear Water Surface Block	0	Water-Filled Bottomless Pot {1767}	0	0
1701	120	Used	Clear Water Surface Block	0	Water-Filled Bottomless Pot {1767}	0	0
1702	120	Used	Clear Water Full Block	0	Water-Filled Bottomless Pot {1767}	0	0
1703	231	Used	Hot Water Full Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1704	231	Used	Hot Water Shallow Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1705	231	Used	Hot Water Surface Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1706	231	Used	Hot Water Small Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1707	231	Used	Hot Water Surface Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1708	231	Used	Hot Water Surface Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1709	231	Used	Hot Water Surface Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1710	231	Used	Hot Water Surface Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1711	231	Used	Hot Water Surface Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1712	231	Used	Hot Water Surface Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1713	231	Used	Hot Water Full Block	0	Hot Water-Filled Bottomless Pot {1768}	0	0
1714	190	Used	Poison Full Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1715	190	Used	Poison Shallow Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1716	190	Used	Poison Surface Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1717	190	Used	Poison Small Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1718	190	Used	Poison Surface Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1719	190	Used	Poison Surface Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1720	190	Used	Poison Surface Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1721	190	Used	Poison Surface Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1722	190	Used	Poison Surface Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1723	190	Used	Poison Surface Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1724	190	Used	Poison Full Block	0	Poison-Filled Bottomless Pot {1557}	0	0
1725	267	Used	Liquid Lava Full Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1726	267	Used	Liquid Lava Shallow Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1727	267	Used	Liquid Lava Surface Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1728	267	Used	Liquid Lava Small Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1729	267	Used	Liquid Lava Surface Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1730	267	Used	Liquid Lava Surface Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1731	267	Used	Liquid Lava Surface Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1732	267	Used	Liquid Lava Surface Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1733	267	Used	Liquid Lava Surface Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1734	267	Used	Liquid Lava Surface Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1735	267	Used	Liquid Lava Full Block	0	Lava-Filled Bottomless Pot {1558}	0	0
1736	199	Used	Bottomless Swamp Full Block	0	Nothing {-1}	0	0
1737	199	Used	Bottomless Swamp Shallow Block	0	Nothing {-1}	0	0
1738	199	Used	Bottomless Swamp Surface Block	0	Nothing {-1}	0	0
1739	199	Used	Bottomless Swamp Small Block	0	Nothing {-1}	0	0
1740	199	Used	Bottomless Swamp Surface Block	0	Nothing {-1}	0	0
1741	199	Used	Bottomless Swamp Surface Block	0	Nothing {-1}	0	0
1742	199	Used	Bottomless Swamp Surface Block	0	Nothing {-1}	0	0
1743	199	Used	Bottomless Swamp Surface Block	0	Nothing {-1}	0	0
1744	199	Used	Bottomless Swamp Surface Block	0	Nothing {-1}	0	0
1745	199	Used	Bottomless Swamp Surface Block	0	Nothing {-1}	0	0
1746	199	Used	Bottomless Swamp Full Block	0	Nothing {-1}	0	0
1747	208	Used	Filthy Water Full Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1748	208	Used	Filthy Water Shallow Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1749	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1750	208	Used	Filthy Water Small Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1751	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1752	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1753	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1754	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1755	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1756	208	Used	Filthy Water Surface Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1757	208	Used	Filthy Water Full Block	0	Filthy Water-Filled Bottomless Pot {2058}	0	0
1758	349	Used	Sea Water Full Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1759	349	Used	Sea Water Shallow Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1760	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1761	349	Used	Sea Water Small Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1762	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1763	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1764	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1765	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1766	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1767	349	Used	Sea Water Surface Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1768	349	Used	Sea Water Full Block	0	Sea Water-Filled Bottomless Pot {1}	0	0
1769	390	Used	Plasma Full Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1770	390	Used	Plasma Shallow Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1771	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1772	390	Used	Plasma Small Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1773	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1774	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1775	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1776	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1777	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1778	390	Used	Plasma Surface Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1779	390	Used	Plasma Full Block	0	Plasma-Filled Bottomless Pot {1559}	0	0
1780	2047	Used	Item	0	0	0	0
1781	120	Used	Clear Water Full Block	0	Water-Filled Bottomless Pot {1767}	0	0
1782	120	Used	Clear Water Shallow Block	0	Water-Filled Bottomless Pot {1767}	0	0
1783	120	Used	Clear Water Surface Block	0	Water-Filled Bottomless Pot {1767}	0	0
1784	120	Used	Clear Water Small Block	0	Water-Filled Bottomless Pot {1767}	0	0
1785	120	Used	Clear Water Surface Block	0	Water-Filled Bottomless Pot {1767}	0	0
1786	120	Used	Clear Water Surface Block	0	Water-Filled Bottomless Pot {1767}	0	0
1787	120	Used	Clear Water Surface Block	0	Water-Filled Bottomless Pot {1767}	0	0
